institution_id,institution_name,country,branch_of_government,level_of_government,has_genai_activity,n_total_rows,n_runs_covered,runs,n_activity_source_rows,activities_found,tools_found,best_summary
EXT-ra-amber-eaded06f8d,Taishan,China,executive,subnational,no,1,1,ra_amber_v1,0,,,Taishan was checked in RA manual coding and no generative AI activity was found.
EXT-ra-amber-edca42be2b,Kashgar,China,executive,subnational,yes,1,1,ra_amber_v1,1,Image/video generation Communications / outreach,,Kashgar has documented generative AI activity in RA manual coding.
EXT-ra-amber-eddf8a2f25,Yining,China,executive,subnational,no,1,1,ra_amber_v1,0,,,Yining was checked in RA manual coding and no generative AI activity was found.
EXT-ra-amber-f3134d7045,Xilinhot,China,executive,subnational,no,1,1,ra_amber_v1,0,,,Xilinhot was checked in RA manual coding and no generative AI activity was found.
EXT-ra-amber-f775d41981,Hezhou,China,executive,subnational,no,1,1,ra_amber_v1,0,,,Hezhou was checked in RA manual coding and no generative AI activity was found.
EXT-ra-amber-fbcb628d3b,Yangzhong,China,executive,subnational,no,1,1,ra_amber_v1,0,,,Yangzhong was checked in RA manual coding and no generative AI activity was found.
EXT-ra-amber-ff6bb0d332,Hotan,China,executive,subnational,no,1,1,ra_amber_v1,0,,,Hotan was checked in RA manual coding and no generative AI activity was found.
EXT-ra-amber-ffaba0f165,Nehe,China,executive,subnational,no,1,1,ra_amber_v1,0,,,Nehe was checked in RA manual coding and no generative AI activity was found.
EXT-ra-ella-021fd58d4a,British Columbia Ministry of Housing and Municipal Affairs,Canada,executive,subnational,no,1,1,ra_ella_v1,0,,,British Columbia Ministry of Housing and Municipal Affairs was checked in RA manual coding and no generative AI activity was found.
EXT-ra-ella-02bf8084e6,British Columbia Ministry of Energy and Climate Solutions,Canada,executive,subnational,yes,1,1,ra_ella_v1,1,Public-facing chatbot / virtual assistant Citizen service / inquiries,,British Columbia Ministry of Energy and Climate Solutions has documented generative AI activity in RA manual coding.
EXT-ra-ella-0a785420a1,Manitoba Department of Justice,Canada,executive,subnational,yes,1,1,ra_ella_v1,1,Internal assistant / knowledge base (RAG) Data analysis / reporting,,Manitoba Department of Justice has documented generative AI activity in RA manual coding.
EXT-ra-ella-0f42f95a2a,British Columbia Ministry of Environment and Parks,Canada,executive,subnational,no,1,1,ra_ella_v1,0,,,British Columbia Ministry of Environment and Parks was checked in RA manual coding and no generative AI activity was found.
EXT-ra-ella-16e138a338,British Columbia Ministry of Jobs and Economic Growth,Canada,executive,subnational,no,1,1,ra_ella_v1,0,,,British Columbia Ministry of Jobs and Economic Growth was checked in RA manual coding and no generative AI activity was found.
EXT-ra-ella-1d1d3e7aa2,British Columbia Ministry of Emergency Management and Climate Readiness,Canada,executive,subnational,no,1,1,ra_ella_v1,0,,,British Columbia Ministry of Emergency Management and Climate Readiness was checked in RA manual coding and no generative AI activity was found.
EXT-ra-ella-1d55cb65e2,British Columbia Ministry of Labour,Canada,executive,subnational,no,1,1,ra_ella_v1,0,,,British Columbia Ministry of Labour was checked in RA manual coding and no generative AI activity was found.
EXT-ra-ella-23ed7f5695,British Columbia Ministry of Finance,Canada,executive,subnational,no,1,1,ra_ella_v1,0,,,British Columbia Ministry of Finance was checked in RA manual coding and no generative AI activity was found.
EXT-ra-ella-26df79d0d3,British Columbia Ministry of Public Service Agency,Canada,executive,subnational,no,1,1,ra_ella_v1,0,,,British Columbia Ministry of Public Service Agency was checked in RA manual coding and no generative AI activity was found.
EXT-ra-ella-2cb98a0b47,Alberta Ministry of Municipal Affairs,Canada,executive,subnational,yes,1,1,ra_ella_v1,1,Internal assistant / knowledge base (RAG) Internal administration (HR/finance/procurement),,Alberta Ministry of Municipal Affairs has documented generative AI activity in RA manual coding.
EXT-ra-ella-2ecab5c524,British Columbia Minitry of Forestry,Canada,executive,subnational,unclear,1,1,ra_ella_v1,0,,,"British Columbia Minitry of Forestry has possible AI activity in RA manual coding, but the evidence does not clearly confirm generative AI."
EXT-ra-ella-3c94973b36,British Columbia Ministry of Education and Child Care,Canada,executive,subnational,yes,2,1,ra_ella_v1,2,Document drafting / summarization Internal administration (HR/finance/procurement); Public-facing chatbot / virtual assistant Citizen service / inquiries,,British Columbia Ministry of Education and Child Care has documented generative AI activity in RA manual coding.
EXT-ra-ella-4382e19a3d,British Columbia Ministry Citizens’ Services,Canada,executive,subnational,yes,1,1,ra_ella_v1,1,Public-facing chatbot / virtual assistant Citizen service / inquiries,,British Columbia Ministry Citizens’ Services has documented generative AI activity in RA manual coding.
EXT-ra-ella-4d82603e2e,British Columbia Ministry of Post-Secondary Education and Future Skills,Canada,executive,subnational,no,1,1,ra_ella_v1,0,,,British Columbia Ministry of Post-Secondary Education and Future Skills was checked in RA manual coding and no generative AI activity was found.
EXT-ra-ella-5a1edef5c8,"British Columbia Ministry of Tourism, Arts, Culture and Sport",Canada,executive,subnational,no,1,1,ra_ella_v1,0,,,"British Columbia Ministry of Tourism, Arts, Culture and Sport was checked in RA manual coding and no generative AI activity was found."
EXT-ra-ella-5a90f96c6d,British Columbia Ministry of Public Safety and Solicitor General,Canada,executive,subnational,no,1,1,ra_ella_v1,0,,,British Columbia Ministry of Public Safety and Solicitor General was checked in RA manual coding and no generative AI activity was found.
EXT-ra-ella-629ad6a67f,British Columbia Ministry of Transportation and Transit,Canada,executive,subnational,yes,1,1,ra_ella_v1,1,Image/video generation Enforcement / inspections,,British Columbia Ministry of Transportation and Transit has documented generative AI activity in RA manual coding.
EXT-ra-ella-66a8af9f41,"Alberta Ministry of Governemnt Strategies, Initiative and Plans",Canada,executive,subnational,unclear,1,1,ra_ella_v1,0,,,"Alberta Ministry of Governemnt Strategies, Initiative and Plans has possible AI activity in RA manual coding, but the evidence does not clearly confirm generative AI."
EXT-ra-ella-6a70382c24,British Columbia Ministry of Indigenous Relations and Reconciliation,Canada,executive,subnational,no,1,1,ra_ella_v1,0,,,British Columbia Ministry of Indigenous Relations and Reconciliation was checked in RA manual coding and no generative AI activity was found.
EXT-ra-ella-6e0f98d88b,British Columbia Ministry of Forest,Canada,executive,subnational,no,1,1,ra_ella_v1,0,,,British Columbia Ministry of Forest was checked in RA manual coding and no generative AI activity was found.
EXT-ra-ella-81c354387e,Alberta Ministry of Foresty and Parks,Canada,executive,subnational,unclear,2,1,ra_ella_v1,0,,,"Alberta Ministry of Foresty and Parks has possible AI activity in RA manual coding, but the evidence does not clearly confirm generative AI."
EXT-ra-ella-8613f963bb,British Columbia Ministry of Mining and Critical Minerals,Canada,executive,subnational,yes,2,1,ra_ella_v1,1,Document drafting / summarization Internal administration (HR/finance/procurement),,British Columbia Ministry of Mining and Critical Minerals has documented generative AI activity in RA manual coding.
EXT-ra-ella-8b7e3ab391,British Columbia Ministry of Health,Canada,executive,subnational,no,1,1,ra_ella_v1,0,,,British Columbia Ministry of Health was checked in RA manual coding and no generative AI activity was found.
EXT-ra-ella-a79efabe64,"British Columbia Ministry of Water, Land and Resource Stewardship",Canada,executive,subnational,unclear,2,1,ra_ella_v1,0,,,"British Columbia Ministry of Water, Land and Resource Stewardship has possible AI activity in RA manual coding, but the evidence does not clearly confirm generative AI."
EXT-ra-ella-d81d7f0b9e,British Columbia Ministry of Attorney General,Canada,executive,subnational,no,1,1,ra_ella_v1,0,,,British Columbia Ministry of Attorney General was checked in RA manual coding and no generative AI activity was found.
EXT-ra-ella-e3039974ca,British Columbia Ministry of Agriculture & Food,Canada,executive,subnational,no,1,1,ra_ella_v1,0,,,British Columbia Ministry of Agriculture & Food was checked in RA manual coding and no generative AI activity was found.
EXT-ra-ella-e5f7b92d34,British Columbia Ministry of Infrastructure,Canada,executive,subnational,no,1,1,ra_ella_v1,0,,,British Columbia Ministry of Infrastructure was checked in RA manual coding and no generative AI activity was found.
EXT-ra-ella-ecf89d0f7e,Manitoba Department of Public Service Delivery,Canada,executive,subnational,yes,1,1,ra_ella_v1,1,Internal assistant / knowledge base (RAG) Data analysis / reporting,,Manitoba Department of Public Service Delivery has documented generative AI activity in RA manual coding.
EXT-ra-ella-ee3907638f,British Columbia Ministry of Citizens’ Services,Canada,executive,subnational,yes,1,1,ra_ella_v1,1,Public-facing chatbot / virtual assistant Citizen service / inquiries,,British Columbia Ministry of Citizens’ Services has documented generative AI activity in RA manual coding.
EXT-ra-ella-f125c5a480,Alberta Hospital and Surgical Health Services,Canada,executive,subnational,unclear,1,1,ra_ella_v1,0,,,"Alberta Hospital and Surgical Health Services has possible AI activity in RA manual coding, but the evidence does not clearly confirm generative AI."
EXT-ra-ella-f48bf61470,British Columbia Ministry of Child and Family Development,Canada,executive,subnational,no,1,1,ra_ella_v1,0,,,British Columbia Ministry of Child and Family Development was checked in RA manual coding and no generative AI activity was found.
EXT-ra-ella-ff126c0267,British Columbia Ministry of Social Development and Poverty Reduction,Canada,executive,subnational,unclear,1,1,ra_ella_v1,0,,,"British Columbia Ministry of Social Development and Poverty Reduction has possible AI activity in RA manual coding, but the evidence does not clearly confirm generative AI."
EXT-ra-litong-aut-00563da314,Ministry Of Tourism,India,executive,national,yes,1,1,ra_litong_aut_v1,1,Public-facing chatbot / virtual assistant Citizen service / inquiries,,Ministry Of Tourism has documented generative AI activity in RA manual coding.
EXT-ra-litong-aut-06dc6606b4,"Ministry of National Education, Higher Education, Scientific Research, Training and Professional Integration",Comoros,executive,national,no,1,1,ra_litong_aut_v1,0,,,"Ministry of National Education, Higher Education, Scientific Research, Training and Professional Integration was checked in RA manual coding and no generative AI activity was found."
EXT-ra-litong-aut-06e7fb8c66,Ministry of Food,Bangladesh,executive,national,no,1,1,ra_litong_aut_v1,0,,,Ministry of Food was checked in RA manual coding and no generative AI activity was found.
EXT-ra-litong-aut-0b56a29f64,Ministry of Reginal Development,Nigeria,executive,national,no,1,1,ra_litong_aut_v1,0,,,Ministry of Reginal Development was checked in RA manual coding and no generative AI activity was found.
EXT-ra-litong-aut-17fa39b079,Ministry of Health,Turkey,executive,national,no,1,1,ra_litong_aut_v1,0,,,Ministry of Health was checked in RA manual coding and no generative AI activity was found.
EXT-ra-litong-aut-1adde8379c,Ministry Of Justice,Sudan,executive,national,no,1,1,ra_litong_aut_v1,0,,,Ministry Of Justice was checked in RA manual coding and no generative AI activity was found.
EXT-ra-litong-aut-1ccaf72c9c,"Ministry for the Promotion of Good Governance, Capacity Building and the Fight against Corruption",Côte d’Ivoire,executive,national,no,1,1,ra_litong_aut_v1,0,,,"Ministry for the Promotion of Good Governance, Capacity Building and the Fight against Corruption was checked in RA manual coding and no generative AI activity was found."
EXT-ra-litong-aut-1cd4f668eb,Ministry Of Commerce & Industry,Somalia,executive,national,no,1,1,ra_litong_aut_v1,0,,,Ministry Of Commerce & Industry was checked in RA manual coding and no generative AI activity was found.
EXT-ra-litong-aut-1d277efcf8,Ministry of Energy and Mines,Cuba,executive,national,no,1,1,ra_litong_aut_v1,0,,,Ministry of Energy and Mines was checked in RA manual coding and no generative AI activity was found.
EXT-ra-litong-aut-1e0ea7ef9b,Ministry of Economy and Finance,Madagascar,executive,national,no,1,1,ra_litong_aut_v1,0,,,Ministry of Economy and Finance was checked in RA manual coding and no generative AI activity was found.
EXT-ra-litong-aut-237c921435,Ministry Of Health,Libya,executive,national,no,1,1,ra_litong_aut_v1,0,,,Ministry Of Health was checked in RA manual coding and no generative AI activity was found.
